metric,value
loss,1.0464122295379639
threshold,0.3111044466495514
target_sensitivity,0.9
accuracy,0.6585944919278253
precision,0.8574803149606299
sensitivity,0.6693300553165334
specificity,0.6221294363256785
f1,0.7518122195374525
balanced_accuracy,0.645729745821106
true_positive,1089.0
false_positive,181.0
false_negative,538.0
true_negative,298.0
malignant_support,1627.0
benign_support,479.0
num_examples,2106.0
