metric,value
loss,0.7303151488304138
threshold,0.40889838337898254
target_sensitivity,0.9
accuracy,0.6680911680911681
precision,0.9077328646748682
sensitivity,0.6349108789182545
specificity,0.7807933194154488
f1,0.7471971066907777
balanced_accuracy,0.7078520991668517
true_positive,1033.0
false_positive,105.0
false_negative,594.0
true_negative,374.0
malignant_support,1627.0
benign_support,479.0
num_examples,2106.0
