metric,value
loss,0.5525363683700562
threshold,0.5716360211372375
target_sensitivity,0.9
accuracy,0.7250712250712251
precision,0.8402597402597403
sensitivity,0.7953288260602336
specificity,0.48643006263048016
f1,0.8171771392485001
balanced_accuracy,0.6408794443453569
true_positive,1294.0
false_positive,246.0
false_negative,333.0
true_negative,233.0
malignant_support,1627.0
benign_support,479.0
num_examples,2106.0
